// Metadata
{"description": "Metadata for Shakespeare binary classification dataset. Both WS's work and those of his contemporaries are included in sentence form.", "authors": [["shakespeare", 0], ["dekker", 1], ["jonson", 2], ["middleton", 4], ["marlowe", 5]], "works": [{"id": 0, "author": 1, "title": "The Pleasant Comedie of Old Fortunatus", "filename": "processed/fortunatus_dekker.txt"}, {"id": 1, "author": 0, "title": "All's Well That Ends Well", "filename": "processed/endswell_shakespeare.txt"}, {"id": 2, "author": 1, "title": "The Noble Spanish Soldier", "filename": "processed/spanish_dekker.txt"}, {"id": 3, "author": 0, "title": "As You Like It", "filename": "processed/likeit_shakespeare.txt"}, {"id": 4, "author": 2, "title": "The Alchemist", "filename": "processed/alchemist_jonson.txt"}, {"id": 5, "author": 0, "title": "Antony and Cleopatra", "filename": "processed/antony_shakespeare.txt"}, {"id": 6, "author": 4, "title": "A Chaste Maid in Cheapside", "filename": "processed/chastemaid_middleton.txt"}, {"id": 7, "author": 0, "title": "A Comedy of Errors", "filename": "processed/comedyoferrors_shakespeare.txt"}, {"id": 8, "author": 0, "title": "Coriolanus", "filename": "processed/coriolanus_shakespeare.txt"}, {"id": 9, "author": 0, "title": "Cymbeline", "filename": "processed/cymbeline_shakespeare.txt"}, {"id": 10, "author": 5, "title": "Dido (Act I)", "filename": "processed/dido_i_marlowe.txt"}, {"id": 11, "author": 5, "title": "Dido (Act II)", "filename": "processed/dido_ii_marlowe.txt"}, {"id": 12, "author": 5, "title": "Dido (Act III)", "filename": "processed/dido_iii_marlowe.txt"}, {"id": 13, "author": 5, "title": "Dido (Act IV)", "filename": "processed/dido_iv_marlowe.txt"}, {"id": 14, "author": 5, "title": "Dido (Act V)", "filename": "processed/dido_v_marlowe.txt"}, {"id": 15, "author": 5, "title": "The Tragical History of the Life and Death of Doctor Faustus", "filename": "processed/faustus_marlowe.txt"}, {"id": 16, "author": 4, "title": "Your Five Gallants", "filename": "processed/fivegallants_middleton.txt"}, {"id": 17, "author": 0, "title": "Hamlet", "filename": "processed/hamlet_shakespeare.txt"}, {"id": 18, "author": 4, "title": "Hengist and Horsa", "filename": "processed/hengist_middleton.txt"}, {"id": 19, "author": 0, "title": "Henry IV, Part 1", "filename": "processed/hen_iv_i_shakespeare.txt"}, {"id": 20, "author": 0, "title": "Henry IV, Part 2", "filename": "processed/hen_iv_ii_shakespeare.txt"}, {"id": 21, "author": 5, "title": "The Jew of Malta (Act I)", "filename": "processed/jewofmalta_i_marlowe.txt"}, {"id": 22, "author": 5, "title": "The Jew of Malta (Act II)", "filename": "processed/jewofmalta_ii_marlowe.txt"}, {"id": 23, "author": 5, "title": "The Jew of Malta (Act III)", "filename": "processed/jewofmalta_iii_marlowe.txt"}]}

// (sentence, author_id, work_id)
("so like an ass what's here to do fie good sir come away will your worship base yourself to play a clown away brother 'tis not good to scorn anything a man does not know what he may come to everyone knows his ending but not his beginning proceed varlet do thy worst i defy thee i beseech your worship let's have our own clown i know not how to go forward else knave play", 4, 18)
("am married for they must not mingle amongst my children that i get in wedlock 'twill make foul work that and raise many storms i'll bind wat prentice to a goldsmith my father yellowhammer as fit as can be nick with some vintner good goldsmith and vintner there will be wine in bowls i'faith sweet knight welcome i have all my longings now in town now well come the good hour how cheers my mistress", 4, 6)
("for i convey'd myself behind the hangings even first before her entrance 'twas well ventur'd i had such a woman's first and second longing in me to hear her how she would bear her mock'd abuse after she was half return'd to privacy i could have fasted out an ember week and never thought of hunger to have heard her she fetch'd three short turns i shall ne'er forget 'em like an imprison'd lark that", 4, 18)
("gods forbid i prithee noble friend home to thy house leave us to cure this cause for 'tis a sore upon us you cannot tent yourself be gone beseech you come sir along with us i would they were barbarians as they are though in rome litter'd not romans as they are not though calved i' the porch o' the capitol be gone put not your worthy rage into your tongue one time will owe", 0, 8)
("of better company and't please your worship what think you of me my masters have you audacity enough to play before so high a person will not my countenance daunt you for if you play before me i shall often look at you i give you that warning beforehand take it not ill my masters i shall laugh at you and truly when i'm least offended with you my humour 'tis but be not you", 4, 18)
("not fast twenty four hours to amend and we have tasted no meat since the clock told two dozen that lacks not much of twenty four but i wonder when that half faced moon of thine will be at the full the next quarter not this when the sign is in taurus ho that's to say when thou eat'st bull beef but shadow what day is to day fasting day what day was yesterday fasting", 1, 0)
('fallimur et nulla est in nobis veritas if we say that we have no sin we deceive ourselves and there is no truth in us why then belike we must sin and so consequently die ay we must die an everlasting death what doctrine call you this che sera sera what will be shall be divinity adieu these metaphysics of magicians and necromantic books are heavenly lines circles scenes letters and characters ay these are', 5, 15)
("sword and buckler prince of wales but that i think his father loves him not and would be glad he met with some mischance i would have him poison'd with a pot of ale farewell kinsman i'll talk to you when you are better temper'd to attend why what a wasp stung and impatient fool art thou to break into this woman's mood tying thine ear to no tongue but thine own why look you", 0, 19)
("you had been stabbed but not a word on't now suffer me barabas but to follow him no so shall i if any hurt be done be made an accessary of your deeds revenge it on him when you meet him next for this i'll have his heart do so lo here i give thee abigail what greater gift can poor mathias have shall lodowick rob me of so fair a love my life is", 5, 22)
("at the mart i have your hand to show if the skin were parchment and the blows you gave were ink your own handwriting would tell you what i think i think thou art an ass marry so it doth appear by the wrongs i suffer and the blows i bear i should kick being kick'd and being at that pass you would keep from my heels and beware of an ass you're sad signior", 0, 7)
("will not that fairest cheek hath oftentimes a soul leprous as sin itself than hell more foul the wisdom of this world is idiotism strength a weak reed health sickness' enemy and it at length will have the victory beauty is but a painting and long life is a long journey in december gone tedious and full of tribulation therefore dread sacred empress make me rich my choice is store of gold the rich are", 1, 0)
("i thank my god it holds yet o madam yonder's my lord your son with a patch of velvet on's face whether there be a scar under't or no the velvet knows but 'tis a goodly patch of velvet his left cheek is a cheek of two pile and a half but his right cheek is worn bare a scar nobly got or a noble scar is a good livery of honour so belike is", 0, 1)
("he stands corrected neither did his zeal but as your self allow a tune somewhere which now being tow'rd the stone we shall not need no nor your holy vizard to win widows to give you legacies or make zealous wives to rob their husbands for the common cause nor take the start of bonds broke but one day and say they were forfeited by providence nor shall you need o'er night to eat huge", 2, 4)
("very chain o damned mistress ha and this the purse which not five days before i sent her filled with fair spur royals heart the very gold 'slife is this no robbery how many oaths flew toward heaven which ne'er came half way thither but like firedrakes mounted a little gave a crack and fell feign'd oaths bound up to sink more deep to hell what folded paper's this death 'tis her hand there boy", 4, 16)
("he at home he went hence even now what does he mean since death of my dear'st mother it did not speak before all solemn things should answer solemn accidents the matter triumphs for nothing and lamenting toys is jollity for apes and grief for boys is cadwal mad look here he comes and brings the dire occasion in his arms of what we blame him for the bird is dead that we have made", 0, 9)
("terms whereon no one of your writers 'grees with other of your elixir your lac virginis your stone your med'cine and your chrysosperm your sal your sulphur and your mercury your oil of height your tree of life your blood your marchesite your tutie your magnesia your toad your crow your dragon and your panther your sun your moon your firmament your adrop your lato azoch zernich chibrit heautarit and then your red man and", 2, 4)
("there is a vent of blood and something blown the like is on her arm this is an aspic's trail and these fig leaves have slime upon them such as the aspic leaves upon the caves of nile most probable that so she died for her physician tells me she hath pursued conclusions infinite of easy ways to die take up her bed and bear her women from the monument she shall be buried by", 0, 5)
("business and require him there what is in you religious must be shown in saving many more souls than your own did not great constantine our noble father deem me unfit for government and rule and therefore pressed me into this profession which i have held strict and love it above glory nor is there want in me yourselves can witness heaven has provided largely for your peace and bless'd you with the lives of", 4, 18)
('have done all germany can witness yea all the world for which faustus hath lost both germany and the world yea heaven itself heaven the seat of god the throne of the blessed the kingdom of joy and must remain in hell for ever hell o hell for ever sweet friends what shall become of faustus being in hell for ever hath blasphemed o my god i would weep but the devil draws in my', 5, 15)
("be sworn i have power to shame him hence o while you live tell truth and shame the devil come come no more of this unprofitable chat three times hath henry bolingbroke made head against my power thrice from the banks of wye and sandy bottom'd severn have i sent him bootless home and weather beaten back home without boots and in foul weather too how 'scapes he agues in the devil's name come here's", 0, 19)
("her fly my queen i'm weary of and her will marry to this our text add you what gloss you please the secret drifts of kings are depthless seas oh sorrow sorrow say where do'st thou dwell in the lowest room of hell art thou born of human race no no i have a fury's 2 face art thou in city town or court i to every place resort o why into the world is", 1, 2)
("even tuned his bounty to sing happiness to him i will tell you a thing but you shall let it dwell darkly with you when you have spoken it 'tis dead and i am the grave of it he hath perverted a young gentlewoman here in florence of a most chaste renown and this night he fleshes his will in the spoil of her honour he hath given her his monumental ring and thinks himself", 0, 1)
("with eyes divine i doat on the rich brightness of her mind that sacred beauty strikes all other blind o make me happy then since my desires are set a burning by love's purest fires so thou wilt bear her far from england's sight enjoy thy wishes lock me in some cave where staring wonder's eye shall not be guilty to my abhorrèd looks and i will die to thee as full of love as", 1, 0)
("till when they needs must show themselves which in the hatching it seem'd appear'd to rome by the discovery we shall be shorten'd in our aim which was to take in many towns ere almost rome should know we were afoot noble aufidius take your commission hie you to your bands let us alone to guard corioli if they set down before 's for the remove bring your army but i think you'll find they've", 0, 8)
("absent king in deputation left behind him here when he was personal in the irish war tut i came not to hear this then to the point in short time after he deposed the king soon after that deprived him of his life and in the neck of that task'd the whole state to make that worse suffer'd his kinsman march who is if every owner were well placed indeed his king to be engaged", 0, 19)
("oaths would scarce make that be believed i would i had any drum of the enemy's i would swear i recovered it you shall hear one anon a drum now of the enemy's throca movousus cargo cargo cargo cargo cargo cargo villiando par corbo cargo o ransom ransom do not hide mine eyes boskos thromuldo boskos i know you are the muskos' regiment and i shall lose my life for want of language if there", 0, 1)
("that you will needs have ten years' tribute past we may have time to make collection amongst the inhabitants of malta for't that's more than is in our commission what callipine a little courtesy let's know their time perhaps it is not long and 'tis more kingly to obtain by peace than to enforce conditions by constraint what respite ask you governor but a month we grant a month but see you keep your promise", 5, 21)
("my purse my coffer and myself is thine well master i go stay first let me stir it ithamore as fatal be it to her as the draught of which great alexander drunk and died and with her let it work like borgia's wine whereof his sire the pope was poisonèd in few the blood of hydra lerna's bane the juice of hebon and cocytus' breath and all the poisons of the stygian pool break", 5, 23)
("that bind the afric shore and make that country continent to spain and both contributary to my crown the emperor shall not live but by my leave nor any potentate of germany now that i have obtain'd what i desir'd i'll live in speculation of this art till mephistophilis return again you have seen many boys with beards i am sure i know the villain's out of service and so hungry that i know he", 5, 15)
("lord warrant us what features i am here with thee and thy goats as the most capricious poet honest ovid was among the goths o knowledge ill inhabited worse than jove in a thatched house when a man's verses cannot be understood nor a man's good wit seconded with the forward child understanding it strikes a man more dead than a great reckoning in a little room truly i would the gods had made thee", 0, 3)
("sum nay hear them antony fulvia perchance is angry or who knows if the scarce bearded caesar have not sent his powerful mandate to you 'do this or this take in that kingdom and enfranchise that perform 't or else we damn thee ' how my love perchance nay and most like you must not stay here longer your dismission is come from caesar therefore hear it antony where's fulvia's process caesar's i would say", 0, 5)
("that should betray a man to be prince of the world mass that's the devil l thank you heartily for he's call'd prince a' th' world you take me still at worst swear on this sword then to set spurs to your horse not to look back to give no marks to any passenger marks why i think you have left me ne'er a penny sir i mean no marks of me i understand you", 4, 16)
("bathed glittering in golden coats like images as full of spirit as the month of may and gorgeous as the sun at midsummer wanton as youthful goats wild as young bulls i saw young harry with his beaver on his cuisses on his thighs gallantly arm'd rise from the ground like feather'd mercury and vaulted with such ease into his seat as if an angel dropp'd down from the clouds to turn and wind a", 0, 19)
('to be beholding to your wives for but he comes armed in his fortune and prevents the slander of his wife virtue is no horn maker and my rosalind is virtuous and i am your rosalind it pleases him to call you so but he hath a rosalind of a better leer than you come woo me woo me for now i am in a holiday humour and like enough to consent what would you', 0, 3)
('ballance my content but now that i haue found what to effect i followe one that loueth fame for me and rather had seeme faire sirens eyes then to the carthage queene that dyes for him if that your maiestie can looke so lowe as my despised worths that shun all praise with this my hand i giue to you my heart and vow by all the gods of hospitalitie by heauen and earth and', 5, 12)
("cunningly we shall all love her for't see who comes here now a storm a storm but we are sheltered for it i will prevent you all and mock you thus you and your expectations i stand happy both in your lives and your hearts' combination here's a strange day again the knight's proved villain all's come out now his niece an arrant baggage my poor boy tim is cast away this morning even before", 4, 6)
("work is done bright sol is in his robe we have a medicine of the triple soul the glorified spirit thanks be to heaven and make us worthy of it —ulen spiegel anon sir look well to the register and let your heat still lessen by degrees to the aludels yes sir did you look on the bolt's head yet which on d sir ay what's the complexion whitish infuse vinegar to draw his volatile", 2, 4)
("eastcheap they call drinking deep dyeing scarlet and when you breathe in your watering they cry 'hem ' and bid you play it off to conclude i am so good a proficient in one quarter of an hour that i can drink with any tinker in his own language during my life i tell thee ned thou hast lost much honour that thou wert not with me in this sweet action but sweet ned to", 0, 19)
("thy verse with bays madam i'll do it but i must have the party's character the king i do not love to pluck the quills with which i make pens out of a lion's claw the king should i be bitter 'gainst the king i shall have scurvy ballads made of me sung to the hanging tune i dare not madam this baseness follows your profession you are like common beadles apt to lash almost", 1, 2)
("good enough sir upon condition gentlemen that i may ever bar him from the board hereafter i am content to wink at him faith use your own pleasure hereafter h'as won our money now to fulk come to th' table sir your master's friends with you pray gentlemen the fiend's in't i think i left a fair chain of pearl at my lodging too like an ass and ne'er remembered it that would ha' been", 4, 16)
("noble antony and yonder caesar if we compose well here to parthia hark ventidius i do not know mecaenas ask agrippa noble friends that which combined us was most great and let not a leaner action rend us what's amiss may it be gently heard when we debate our trivial difference loud we do commit murder in healing wounds then noble partners the rather for i earnestly beseech touch you the sourest points with sweetest", 0, 5)
("thing i'll remember't anon even there thou villain posthumus will i kill thee i would these garments were come she said upon a time the bitterness of it i now belch from my heart that she held the very garment of posthumus in more respect than my noble and natural person together with the adornment of my qualities with that suit upon my back will i ravish her first kill him and in her eyes", 0, 9)
("this chain of pearl there and forty fair spur royals did i rob you there where i find my goods i may suspect sir i dreamt this would be his end see how i am wrong'd gentlemen as i've a soul i found this chain of pearl not three yards from this place just when i met you ha ha yet the law's such if he but swear 'tis you you're gone pox on't that", 4, 16)
("and that his country's dearer than himself let him alone or so many so minded wave thus to express his disposition and follow marcius o me alone make you a sword of me if these shows be not outward which of you but is four volsces none of you but is able to bear against the great aufidius a shield as hard as his a certain number though thanks to all must i select from", 0, 8)
("night i'll change all that is metal in my house to gold and early in the morning will i send to all the plumbers and the pewterers and by their tin and lead up and to lothbury for all the copper what and turn that too yes and i'll purchase devonshire and cornwall and make them perfect indies you admire now no faith but when you see th' effects of the great medicine of which", 2, 4)
("it might be the pate of a politician which this ass now o'er reaches one that would circumvent god might it not it might my lord or of a courtier which could say 'good morrow sweet lord how dost thou good lord ' this might be my lord such a one that praised my lord such a one's horse when he meant to beg it might it not ay my lord why e'en so and", 0, 17)
("have the bravest gravest secret subtle bottle nosed knave to my master that ever gentleman had say knave why rail'st upon my father thus o my master has the bravest policy wherein why know you not why no know you not of mathia s' and don lodo wick 's disaster no what was it why the devil invented a challenge my master writ it and i carried it first to lodowick and imprimis to mathia", 5, 23)
('you the tribunes for this immediate levy he commends his absolute commission long live caesar is lucius general of the forces ay remaining now in gallia with those legions which i have spoke of whereunto your levy must be supplyant the words of your commission will tie you to the numbers and the time of their dispatch we will discharge our duty i am near to the place where they should meet if pisanio have', 0, 9)
("of which haunting a nobleman loseth men's hearts and leaves behind a stain upon the beauty of all parts besides beguiling them of commendation well i am school'd good manners be your speed here come our wives and let us take our leave this is the deadly spite that angers me my wife can speak no english i no welsh my daughter weeps she will not part with you she'll be a soldier too she'll", 0, 19)
("which you have not but i pardon you for that for simply your having in beard is a younger brother's revenue then your hose should be ungartered your bonnet unbanded your sleeve unbuttoned your shoe untied and every thing about you demonstrating a careless desolation but you are no such man you are rather point device in your accoutrements as loving yourself than seeming the lover of any other fair youth i would i could", 0, 3)
("four such swinge bucklers in all the inns o' court again and i may say to you we knew where the bona robas were and had the best of them all at commandment then was jack falstaff now sir john a boy and page to thomas mowbray duke of norfolk this sir john cousin that comes hither anon about soldiers the same sir john the very same i see him break skogan's head at the", 0, 20)
("mind to that word i'faith latroni why shrieve of the shire i'faith and i have shriven some shires in my days now gentlemen are you satisfied and pleas'd never more amply amongst us now falls that desired lot for we shall blast five rivals with one plot grave gentlemen in whose approved bosoms my deceas'd father did repose much faith you're dearly welcome pray sit command music see nothing want to beautify this night that", 4, 16)
("necessities then let us meet them like necessities and that same word even now cries out on us they say the bishop and northumberland are fifty thousand strong it cannot be my lord rumour doth double like the voice and echo the numbers of the fear'd please it your grace to go to bed upon my soul my lord the powers that you already have sent forth shall bring this prize in very easily to", 0, 20)
("thou think i'm an ass coz i would be loath to undertake it else for if you should burst out presently coz the jest would be spoiled why do not i know that away stand close so so mum cousin a merry companion i'faith here will be good sport anon whist she comes i make you stay long for a bad dinner here cousin if master goldstone were come the meat's e'en ready some great", 4, 16)
("poor our offerings are true hearts who can wish more of love's sweet war our timorous muse doth sing and to the bosom of each gentle dear offers her artless tunes borne on the wing of sacred poesy a benumbing fear that your nice souls cloyed with delicious sounds will loath her lowly notes makes her pull in her fainting pinions and her spirit confounds before the weak voice of her song begin yet since", 1, 0)
("down mine be that honour then now sword strike home for horns he gave i'll have his head anon see see he comes no words this blow ends all hell take his soul his body thus must fall groan you master doctor break may his heart with groans dear frederick see thus will i end his griefs immediately strike with a willing hand his head is off the devil's dead the furies now may laugh", 5, 15)
("king of denmark and those that would make mows at him while my father lived give twenty forty fifty an hundred ducats a piece for his picture in little 'sblood there is something in this more than natural if philosophy could find it out there are the players gentlemen you are welcome to elsinore your hands come then the appurtenance of welcome is fashion and ceremony let me comply with you in this garb lest", 0, 17)
("had on her neck a little wart or mole how may i prove that saying to be true faustus i see it plain and in this sight thou better pleasest me than if i gain'd another monarchy lord what strange beast is yon that thrusts his head out at window o wondrous sight see duke of saxony two spreading horns most strangely fastened upon the head of young benvolio what is he asleep or dead", 5, 15)
("crown have worn give me the cups and let the kettle to the trumpet speak the trumpet to the cannoneer without the cannons to the heavens the heavens to earth 'now the king dunks to hamlet ' come begin and you the judges bear a wary eye come on sir come my lord one no judgment a hit a very palpable hit well again stay give me drink hamlet this pearl is thine here's to", 0, 17)
("thatch thatch will lie light upon the rafters lungs — lungs i will manumit thee from the furnace i will restore thee thy complexion puffe lost in the embers and repair this brain hurt with the fume o' the metals i have blown sir hard for your worship thrown by many a coal when 'twas not beech weigh'd those i put in just to keep your heat still even these blear'd eyes have wak'd to", 2, 4)
("all a more unhappy lady if this division chance ne'er stood between praying for both parts the good gods me presently when i shall pray 'o bless my lord and husband ' undo that prayer by crying out as loud 'o bless my brother ' husband win win brother prays and destroys the prayer no midway 'twixt these extremes at all gentle octavia let your best love draw to that point which seeks best to", 0, 5)
('me so apparently i do arrest you sir you hear the suit i do obey thee till i give thee bail but sirrah you shall buy this sport as dear as all the metal in your shop will answer sir sir i will have law in ephesus to your notorious shame i doubt it not master there is a bark of epidamnum that stays but till her owner comes aboard and then sir she bears', 0, 7)
("acquainted would i had put my estate and my neighbour's on the approbation of what i have spoke what lady would you choose to assail yours whom in constancy you think stands so safe i will lay you ten thousand ducats to your ring that commend me to the court where your lady is with no more advantage than the opportunity of a second conference and i will bring from thence that honour of hers", 0, 9)
("within the circle of each eye being like so many suns in his round sphere no wrinkle yet is seen she'll dare to fly borne up with hopes that as you oft do rear with your fair hands those who would else sink down so some will deign to smile where all might frown and for this small circumference must stand for the imagined surface of much land of many kingdoms and since many a", 1, 0)
('again who is he what my son o i have lived too long nay good dear father there was no unchaste purpose not and flee me when i come in that was my error error guilt guilt my son give it the right name no marvel if i found check in our great work within when such affairs as these were managing why have you so it has stood still this half hour and all', 2, 4)
("stand angels are placed about their glorious throne to guard it from the strokes of trait'rous hands by travel boys i have seen all these things fantastic compliment stalks up and down tricked in outlandish feathers all his words his looks his oaths are all ridiculous all apish childish and italianate working i know a medicine for that malady by travel boys i have seen all these things and these are sights for none but", 1, 0)
('not the carthage queene mine onely sonne thinkes dido i will goe and leaue him here æneas pardon me for i forgot that yong ascanius lay with me this night loue made me iealous but to make amends weare the emperiall crowne of libia sway thou the punike scepter in my steede and punish me æneas for this crime this kisse shall be faire didos punishment o how a crowne becomes æneas head stay here', 5, 13)
("god's body the turkeys in my pannier are quite starved what ostler a plague on thee hast thou never an eye in thy head canst not hear an 'twere not as good deed as drink to break the pate on thee i am a very villain come and be hanged hast thou no faith in thee good morrow carriers what's o'clock i think it be two o'clock i pray thee lend me thy lantern to", 0, 19)
("not in their liking below their cobbled shoes they say there's grain enough would the nobility lay aside their ruth and let me use my sword i'll make a quarry with thousands of these quarter'd slaves as high as i could pick my lance nay these are almost thoroughly persuaded for though abundantly they lack discretion yet are they passing cowardly but i beseech you what says the other troop they are dissolved hang 'em", 0, 8)
("herod of jewry dare not look upon you but when you are well pleased that herod's head i'll have but how when antony is gone through whom i might command it come thou near most gracious majesty didst thou behold octavia ay dread queen where madam in rome i look'd her in the face and saw her led between her brother and mark antony is she as tall as me she is not madam didst", 0, 5)
("pavement closes he is enter'd his radiant root away and to be blest let us with care perform his great behest a father to me and thou hast created a mother and two brothers but o scorn gone they went hence so soon as they were born and so i am awake poor wretches that depend on greatness' favour dream as i have done wake and find nothing but alas i swerve many dream not", 0, 9)
("cat mend the instance shepherd you have too courtly a wit for me i'll rest wilt thou rest damned god help thee shallow man god make incision in thee thou art raw sir i am a true labourer i earn that i eat get that i wear owe no man hate envy no man's happiness glad of other men's good content with my harm and the greatest of my pride is to see my ewes", 0, 3)
("go with judas and repent so men hate whores after lust's heat is spent i'm gone sir tell me true is he dead dead no matter 'tis but morning of revenge the sunset shall be red and tragical sin is a raven croaking 52 her own fall keep locked the door and let none enter to us but who shares our fortunes lock the doors what entertainment did the king bestow upon your letters and", 1, 2)
("to 't 'as scar'd you much i'm sorry your conceit is so unkind to think me so when had i other argument i've often tender'd you my love and service and that in no mean fashion yet were you ne'er that requiteful mistress that grac'd me with one favour 'slight not so much as such a pretty ring pax on't 't'as almost broke my heart takes off her ring has took it off 'sfoot master", 4, 16)
("hither here shall he see no enemy but winter and rough weather i'll give you a verse to this note that i made yesterday in despite of my invention and i'll sing it thus it goes if it do come to pass that any man turn ass leaving his wealth and ease a stubborn will to please ducdame ducdame ducdame here shall he see gross fools as he an if he will come to me", 0, 3)
("plentiful an excrement because it is a blessing that he bestows on beasts and what he hath scanted men in hair he hath given them in wit why but there's many a man hath more hair than wit not a man of those but he hath the wit to lose his hair why thou didst conclude hairy men plain dealers without wit the plainer dealer the sooner lost yet he loseth it in a kind", 0, 7)
("cannot lack to be rich for we cannot lack riches nor can our wenches want nor we want wenches let me alone to furnish you with them and me there's one care past and as for the knight's daughter our chiefest business and least thought upon that's true i'faith how shall we agree for her with as much ease as for the rest tomorrow brings the night let's all appear in the best shape we", 4, 16)
("me neither where did you find it then i found it not if it were yours by none of all these ways how could you give it him i never gave it him this woman's an easy glove my lord she goes off and on at pleasure this ring was mine i gave it his first wife it might be yours or hers for aught i know take her away i do not like her", 0, 1)
("do on both sides and the nation holds it no sin to tarre them to controversy there was for a while no money bid for argument unless the poet and the player went to cuffs in the question is't possible o there has been much throwing about of brains do the boys carry it away ay that they do my lord hercules and his load too it is not very strange for mine uncle is", 0, 17)
("no conceit now that you ever lov'd me but as lust held you for the time so so do you pine at my advancement sir oh barrenness of understanding what a right love is this 'tis you that fall i that am reprehended what height of honours eminence and fortune should ravish me from you who can tell that sir what's he can judge of a man's appetite before he sees him eat who knows", 4, 18)
('safeguard of his life flying into the arms of ugly night suppose you see him brought to babylon and that the sun clothed all in fire hath rid one quarter of his hot celestial way with the bright morning and that in this instant he and the soldan meet but what they say listen you—the talk of kings none dare bewray art thou that fortunatus whose great name being carried in the chariot of the', 1, 0)
("doth his effigies witness most truly limn'd and living in your face be truly welcome hither i am the duke that loved your father the residue of your fortune go to my cave and tell me good old man thou art right welcome as thy master is support him by the arm give me your hand and let me all your fortunes understand not see him since sir sir that cannot be but were i", 0, 3)
("sir hist what's the matter now give me a pair of false dice ere you go pax on't you're so troublesome too you cannot remember a thing before if i stay a little longer i shall be staid anon here be dice for your worships oh come come i'll shift away these beakers by a slight master goldstone how now you conjuring rascal bless your good worship you're in humours methinks humours say that again", 4, 16)
("these presently i'll enter 'em into th' shopbook tomorrow push i'faith sir you're to blame you have snibbed the poor fellow too much he can scarce speak he cleaves his words with sobbing haff haff haff haff at all gentlemen ah rogue i'll make you know yourself at the fairest out i'faith two aces i am glad of that come pay me all these goodman cloak bag why are you the fairest sir you need", 4, 16)
("the gentleman's brother will have it so 'twill be the pitifullest sight there's such running such rumours and such throngs a pair of lovers had never more spectators more men's pities or women's wet eyes my wife helps the number then there's such a drawing out of handkerchers and those that have no handkerchers lift up aprons her parents may have joyful hearts at this i would not have my cruelty so talked on to", 4, 6)
('the high gods to do you justice make them ministers of us and those that love you best of comfort and ever welcome to us welcome lady welcome dear madam each heart in rome does love and pity you only the adulterous antony most large in his abominations turns you off and gives his potent regiment to a trull that noises it against us is it so sir most certain sister welcome pray you be', 0, 5)
("thou roar before thou art pricked o lord sir i am a diseased man what disease hast thou a whoreson cold sir a cough sir which i caught with ringing in the king's affairs upon his coronation day sir come thou shalt go to the wars in a gown we wilt have away thy cold and i will take such order that my friends shall ring for thee is here all here is two more", 0, 20)
("you —the slave looks like a hog's cheek new singed whither walk'st thou barabas no farther 'tis a custom held with us that when we speak with gentiles like to you we turn into the air to purge ourselves for unto us the promise doth belong well barabas canst help me to a diamond o sir your father had my diamonds yet i have one left that will serve your turn — i mean my", 5, 22)
("to sleep and feed a beast no more sure he that made us with such large discourse looking before and after gave us not that capability and god like reason to fust in us unused now whether it be bestial oblivion or some craven scruple of thinking too precisely on the event a thought which quarter'd hath but one part wisdom and ever three parts coward i do not know why yet i live to", 0, 17)
("thereby to destroy the volsces whom you serve you might condemn us as poisonous of your honour no our suit is that you reconcile them while the volsces may say 'this mercy we have show'd ' the romans 'this we received ' and each in either side give the all hail to thee and cry 'be blest for making up this peace ' thou know'st great son the end of war's uncertain but this certain", 0, 8)
('and have nothing at his hands for my service but blows when i am cold he heats me with beating when i am warm he cools me with beating i am waked with it when i sleep raised with it when i sit driven out of doors with it when i go from home welcomed home with it when i return nay i bear it on my shoulders as a beggar wont her brat and', 0, 7)
("if on both parts this be not cherish'd make me not offended in your distrust i have said you shall not find though you be therein curious the least cause for what you seem to fear so the gods keep you and make the hearts of romans serve your ends we will here part farewell my dearest sister fare thee well the elements be kind to thee and make thy spirits all of comfort fare", 0, 5)
("virtuous things proceed the place is dignified by the doer's deed where great additions swell's and virtue none it is a dropsied honour good alone is good without a name vileness is so the property by what it is should go not by the title she is young wise fair in these to nature she's immediate heir and these breed honour that is honour's scorn which challenges itself as honour's born and is not like", 0, 1)
("saucy lackey and under that habit play the knave with him do you hear forester very well what would you i pray you what is't o'clock you should ask me what time o' day there's no clock in the forest then there is no true lover in the forest else sighing every minute and groaning every hour would detect the lazy foot of time as well as a clock and why not the swift foot", 0, 3)
("o thou dull god why liest thou with the vile in loathsome beds and leavest the kingly couch a watch case or a common 'larum bell wilt thou upon the high and giddy mast seal up the ship boy's eyes and rock his brains in cradle of the rude imperious surge and in the visitation of the winds who take the ruffian billows by the top curling their monstrous heads and hanging them with deafening", 0, 20)
("i have three years to serve yet your worship knows how i warrant you i know the drift of her letter and for the beaver say i accept it highly o she will be a proud woman of that sir and hark thee tell thy mistress as i'm a gentleman i'll despatch her out of hand the first thing i do a' my credit canst thou remember these words now yes sir as you are", 4, 16)
('let me ask you a question man is enemy to virginity how may we barricado it against him keep him out but he assails and our virginity though valiant in the defence yet is weak unfold to us some warlike resistance there is none man sitting down before you will undermine you and blow you up bless our poor virginity from underminers and blowers up is there no military policy how virgins might blow up', 0, 1)
('old sir let it satisfy you you are too old i must tell thee sirrah i write man to which title age cannot bring thee what i dare too well do i dare not do i did think thee for two ordinaries to be a pretty wise fellow thou didst make tolerable vent of thy travel it might pass yet the scarfs and the bannerets about thee did manifoldly dissuade me from believing thee a', 0, 1)
